,Court,Last Hearing Date,Court ID
5367,Botetourt,04/09/2020,023C
5368,Botetourt,11/10/2020,023C
5369,Botetourt,10/08/2020,023C
5370,Botetourt,11/17/2020,023C
5372,Botetourt,04/28/2020,023C
5373,Botetourt,10/05/2020,023C
5374,Botetourt,12/07/2020,023C
5375,Botetourt,07/09/2020,023C
5376,Botetourt,04/29/2020,023C
5381,Botetourt,06/04/2020,023C
5384,Botetourt,04/23/2020,023C
5387,Botetourt,08/25/2020,023C
5388,Botetourt,02/04/2020,023C
5393,Botetourt,08/27/2020,023C
5396,Botetourt,02/11/2020,023C
5401,Botetourt,03/10/2020,023C
5402,Botetourt,09/10/2020,023C
5405,Botetourt,05/20/2020,023C
5406,Botetourt,07/21/2020,023C
5408,Botetourt,05/19/2020,023C
5409,Botetourt,09/03/2020,023C
5410,Botetourt,08/18/2020,023C
5415,Botetourt,12/15/2020,023C
5417,Botetourt,09/24/2020,023C
5418,Botetourt,08/11/2020,023C
5423,Botetourt,10/22/2020,023C
5427,Botetourt,03/03/2020,023C
5434,Botetourt,12/01/2020,023C
5435,Botetourt,03/05/2020,023C
5454,Botetourt,03/31/2020,023C
5457,Botetourt,07/07/2020,023C
5458,Botetourt,09/08/2020,023C
5461,Botetourt,01/14/2020,023C
5463,Botetourt,06/11/2020,023C
5464,Botetourt,08/13/2020,023C
5465,Botetourt,10/20/2020,023C
5466,Botetourt,12/10/2020,023C
5468,Botetourt,03/26/2020,023C
5469,Botetourt,04/30/2020,023C
5470,Botetourt,03/24/2020,023C
5478,Botetourt,02/25/2020,023C
5481,Botetourt,02/06/2020,023C
5482,Botetourt,02/13/2020,023C
5489,Botetourt,03/23/2020,023C
5490,Botetourt,12/17/2020,023C
5491,Botetourt,03/19/2020,023C
5502,Botetourt,04/14/2020,023C
5505,Botetourt,09/22/2020,023C
5507,Botetourt,03/02/2020,023C
5516,Botetourt,06/25/2020,023C
5518,Botetourt,01/16/2020,023C
5526,Botetourt,05/21/2020,023C
5530,Botetourt,11/30/2020,023C
5532,Botetourt,08/20/2020,023C
5539,Botetourt,12/22/2020,023C
5541,Botetourt,01/06/2020,023C
5551,Botetourt,06/09/2020,023C
5564,Botetourt,06/01/2020,023C
5569,Botetourt,03/17/2020,023C
5581,Botetourt,09/28/2020,023C
5600,Botetourt,01/23/2020,023C
5613,Botetourt,05/11/2020,023C
5616,Botetourt,05/07/2020,023C
5618,Botetourt,01/28/2020,023C
5622,Botetourt,04/21/2020,023C
5648,Botetourt,03/16/2020,023C
5710,Botetourt,05/05/2020,023C
5721,Botetourt,06/02/2020,023C
5733,Botetourt,09/15/2020,023C
5777,Botetourt,03/27/2020,023C
5801,Botetourt,11/20/2020,023C
5827,Botetourt,07/23/2020,023C
5838,Botetourt,10/27/2020,023C
5843,Botetourt,09/01/2020,023C
5858,Botetourt,06/23/2020,023C
5864,Botetourt,04/02/2020,023C
5912,Botetourt,07/08/2020,023C
5915,Botetourt,08/14/2020,023C
5926,Botetourt,02/26/2020,023C
5927,Botetourt,05/18/2020,023C
5929,Botetourt,04/16/2020,023C
5950,Botetourt,02/20/2020,023C
5956,Botetourt,08/06/2020,023C
6029,Botetourt,10/07/2020,023C
6046,Bristol,03/03/2020,520C
6048,Bristol,04/28/2020,520C
6049,Bristol,10/06/2020,520C
6053,Bristol,06/30/2020,520C
6054,Bristol,02/04/2020,520C
6055,Bristol,11/17/2020,520C
6057,Bristol,05/29/2020,520C
6059,Bristol,06/23/2020,520C
6060,Bristol,09/08/2020,520C
6061,Bristol,11/24/2020,520C
6062,Bristol,11/30/2020,520C
6063,Bristol,08/25/2020,520C
6064,Bristol,08/11/2020,520C
6065,Bristol,08/14/2020,520C
6071,Bristol,10/27/2020,520C
6075,Bristol,12/15/2020,520C
6076,Bristol,02/18/2020,520C
6077,Bristol,11/13/2020,520C
6082,Bristol,06/16/2020,520C
6084,Bristol,12/02/2020,520C
6095,Bristol,01/14/2020,520C
6099,Bristol,07/07/2020,520C
6100,Bristol,09/14/2020,520C
6107,Bristol,09/15/2020,520C
6108,Bristol,01/07/2020,520C
6110,Bristol,03/27/2020,520C
6111,Bristol,07/28/2020,520C
6113,Bristol,01/24/2020,520C
6115,Bristol,03/10/2020,520C
6123,Bristol,08/18/2020,520C
6128,Bristol,07/14/2020,520C
6129,Bristol,02/14/2020,520C
6136,Bristol,02/19/2020,520C
6139,Bristol,12/08/2020,520C
6149,Bristol,12/22/2020,520C
6156,Bristol,11/10/2020,520C
6162,Bristol,02/11/2020,520C
6194,Bristol,01/21/2020,520C
6195,Bristol,09/01/2020,520C
6198,Bristol,05/12/2020,520C
6205,Bristol,05/05/2020,520C
6209,Bristol,12/04/2020,520C
6212,Bristol,12/01/2020,520C
6218,Bristol,03/05/2020,520C
6220,Bristol,02/26/2020,520C
6224,Bristol,02/25/2020,520C
6227,Bristol,07/24/2020,520C
6247,Bristol,10/13/2020,520C
6248,Bristol,01/08/2020,520C
6254,Bristol,06/09/2020,520C
6265,Bristol,08/07/2020,520C
6300,Bristol,06/17/2020,520C
6311,Bristol,03/19/2020,520C
6386,Bristol,12/10/2020,520C
6387,Bristol,03/24/2020,520C
6395,Bristol,09/22/2020,520C
6426,Bristol,02/28/2020,520C
6436,Bristol,03/17/2020,520C
6448,Bristol,03/06/2020,520C
6456,Bristol,02/27/2020,520C
6499,Bristol,10/16/2020,520C
6525,Bristol,03/31/2020,520C
6536,Bristol,10/30/2020,520C
6545,Bristol,06/03/2020,520C
6552,Bristol,04/16/2020,520C
6567,Bristol,12/16/2020,520C
6569,Bristol,04/30/2020,520C
6584,Bristol,01/28/2020,520C
6593,Bristol,04/02/2020,520C
6633,Bristol,06/24/2020,520C
6638,Bristol,08/27/2020,520C
6642,Bristol,08/26/2020,520C
6650,Bristol,05/28/2020,520C
6737,Brunswick,02/10/2020,025C
6740,Brunswick,09/24/2020,025C
6741,Brunswick,12/17/2020,025C
6742,Brunswick,10/15/2020,025C
6746,Brunswick,02/20/2020,025C
6747,Brunswick,06/05/2020,025C
6750,Brunswick,08/25/2020,025C
6751,Brunswick,06/25/2020,025C
6752,Brunswick,10/22/2020,025C
6753,Brunswick,12/14/2020,025C
6755,Brunswick,11/19/2020,025C
6756,Brunswick,04/23/2020,025C
6760,Brunswick,10/26/2020,025C
6762,Brunswick,08/10/2020,025C
6766,Brunswick,01/08/2020,025C
6767,Brunswick,01/16/2020,025C
6768,Brunswick,07/13/2020,025C
6774,Brunswick,09/14/2020,025C
6778,Brunswick,06/18/2020,025C
6810,Brunswick,11/02/2020,025C
6811,Brunswick,02/27/2020,025C
6813,Brunswick,01/13/2020,025C
6817,Brunswick,03/09/2020,025C
6820,Brunswick,07/16/2020,025C
6824,Brunswick,10/16/2020,025C
6826,Brunswick,05/28/2020,025C
6828,Brunswick,11/09/2020,025C
6856,Brunswick,12/01/2020,025C
6869,Brunswick,05/21/2020,025C
6876,Brunswick,06/08/2020,025C
6906,Brunswick,04/16/2020,025C
6908,Brunswick,09/17/2020,025C
6943,Brunswick,08/27/2020,025C
6986,Brunswick,07/21/2020,025C
7073,Brunswick,07/23/2020,025C
7076,Brunswick,02/25/2020,025C
7126,Brunswick,07/30/2020,025C
7169,Buchanan,09/16/2020,027C
7171,Buchanan,06/17/2020,027C
7173,Buchanan,02/05/2020,027C
7174,Buchanan,04/22/2020,027C
7175,Buchanan,08/05/2020,027C
7183,Buchanan,04/15/2020,027C
7193,Buchanan,01/08/2020,027C
7196,Buchanan,05/27/2020,027C
7200,Buchanan,08/19/2020,027C
7202,Buchanan,10/28/2020,027C
7206,Buchanan,10/07/2020,027C
7209,Buchanan,10/21/2020,027C
7227,Buchanan,01/15/2020,027C
7228,Buchanan,03/04/2020,027C
7230,Buchanan,11/18/2020,027C
7231,Buchanan,06/10/2020,027C
7233,Buchanan,01/22/2020,027C
7234,Buchanan,04/08/2020,027C
7237,Buchanan,03/18/2020,027C
7244,Buchanan,05/20/2020,027C
7246,Buchanan,06/03/2020,027C
7255,Buchanan,08/26/2020,027C
7258,Buchanan,06/24/2020,027C
7263,Buchanan,11/19/2020,027C
7265,Buchanan,05/06/2020,027C
7266,Buchanan,04/29/2020,027C
7268,Buchanan,09/24/2020,027C
7275,Buchanan,08/12/2020,027C
7287,Buchanan,12/16/2020,027C
7291,Buchanan,09/23/2020,027C
7309,Buchanan,02/26/2020,027C
7312,Buchanan,12/02/2020,027C
7316,Buchanan,01/29/2020,027C
7324,Buchanan,01/09/2020,027C
7340,Buchanan,09/30/2020,027C
7341,Buchanan,07/22/2020,027C
7345,Buchanan,11/04/2020,027C
7370,Buchanan,03/03/2020,027C
7390,Buchanan,04/16/2020,027C
7409,Buchanan,09/29/2020,027C
7444,Buchanan,12/21/2020,027C
7462,Buchanan,03/25/2020,027C
7482,Buchanan,05/13/2020,027C
7495,Buchanan,01/28/2020,027C
7503,Buchanan,01/23/2020,027C
7504,Buchanan,08/18/2020,027C
7518,Buchanan,02/28/2020,027C
7519,Buchanan,10/14/2020,027C
7527,Buchanan,10/16/2020,027C
7540,Buchanan,09/09/2020,027C
7546,Buchanan,01/27/2020,027C
7550,Buchanan,02/12/2020,027C
7593,Buchanan,01/30/2020,027C
7606,Buchanan,09/02/2020,027C
7649,Buchanan,02/11/2020,027C
7700,Buchanan,09/28/2020,027C
7713,Buckingham,01/30/2020,029C
7714,Buckingham,01/29/2020,029C
7715,Buckingham,07/22/2020,029C
7716,Buckingham,10/19/2020,029C
7717,Buckingham,05/19/2020,029C
7724,Buckingham,07/14/2020,029C
7726,Buckingham,03/03/2020,029C
7731,Buckingham,07/13/2020,029C
7732,Buckingham,12/07/2020,029C
7735,Buckingham,05/27/2020,029C
7738,Buckingham,01/14/2020,029C
7739,Buckingham,03/09/2020,029C
7741,Buckingham,04/14/2020,029C
7744,Buckingham,02/18/2020,029C
7751,Buckingham,04/27/2020,029C
7758,Buckingham,11/10/2020,029C
7765,Buckingham,10/07/2020,029C
7766,Buckingham,11/18/2020,029C
7768,Buckingham,02/12/2020,029C
7769,Buckingham,07/08/2020,029C
7771,Buckingham,02/24/2020,029C
7775,Buckingham,11/02/2020,029C
7783,Buckingham,10/28/2020,029C
7788,Buckingham,01/06/2020,029C
7790,Buckingham,08/19/2020,029C
7795,Buckingham,12/14/2020,029C
7800,Buckingham,12/03/2020,029C
7807,Buckingham,06/17/2020,029C
7808,Buckingham,05/04/2020,029C
7817,Buckingham,09/03/2020,029C
7830,Buckingham,08/26/2020,029C
7833,Buckingham,08/13/2020,029C
7837,Buckingham,09/01/2020,029C
7849,Buckingham,11/16/2020,029C
7854,Buckingham,07/02/2020,029C
7855,Buckingham,06/03/2020,029C
7859,Buckingham,06/13/2020,029C
7871,Buckingham,09/28/2020,029C
7883,Buckingham,04/23/2020,029C
7895,Buckingham,08/20/2020,029C
7901,Buckingham,08/21/2020,029C
7915,Buckingham,03/24/2020,029C
7919,Buckingham,09/15/2020,029C
7920,Buckingham,01/21/2020,029C
7926,Buckingham,11/30/2020,029C
7929,Buena Vista,08/21/2020,530C
7931,Buena Vista,10/02/2020,530C
7932,Buena Vista,02/07/2020,530C
7934,Buena Vista,07/22/2020,530C
7935,Buena Vista,10/16/2020,530C
7936,Buena Vista,09/04/2020,530C
7943,Buena Vista,02/21/2020,530C
7946,Buena Vista,12/17/2020,530C
7956,Buena Vista,11/06/2020,530C
7957,Buena Vista,12/04/2020,530C
7958,Buena Vista,01/03/2020,530C
7961,Buena Vista,03/06/2020,530C
7963,Buena Vista,06/19/2020,530C
7964,Buena Vista,05/15/2020,530C
7974,Buena Vista,12/18/2020,530C
7999,Buena Vista,11/20/2020,530C
8006,Buena Vista,06/05/2020,530C
8016,Buena Vista,01/22/2020,530C
8044,Buena Vista,08/07/2020,530C
8048,Campbell,07/15/2020,031C
8050,Campbell,06/18/2020,031C
8051,Campbell,12/02/2020,031C
8054,Campbell,11/25/2020,031C
8057,Campbell,11/05/2020,031C
8058,Campbell,05/28/2020,031C
8060,Campbell,09/10/2020,031C
8062,Campbell,01/23/2020,031C
8063,Campbell,02/12/2020,031C
8064,Campbell,01/03/2020,031C
8067,Campbell,09/03/2020,031C
8068,Campbell,07/13/2020,031C
8069,Campbell,02/20/2020,031C
8070,Campbell,02/05/2020,031C
8071,Campbell,03/19/2020,031C
8072,Campbell,05/20/2020,031C
8073,Campbell,07/02/2020,031C
8077,Campbell,03/05/2020,031C
8079,Campbell,09/16/2020,031C
8080,Campbell,09/28/2020,031C
8081,Campbell,01/30/2020,031C
8082,Campbell,03/04/2020,031C
8083,Campbell,04/30/2020,031C
8090,Campbell,07/23/2020,031C
8092,Campbell,06/17/2020,031C
8094,Campbell,06/05/2020,031C
8095,Campbell,11/18/2020,031C
8096,Campbell,06/03/2020,031C
8098,Campbell,08/20/2020,031C
8104,Campbell,06/01/2020,031C
8113,Campbell,09/02/2020,031C
8114,Campbell,07/22/2020,031C
8115,Campbell,06/10/2020,031C
8119,Campbell,01/15/2020,031C
8123,Campbell,08/27/2020,031C
8125,Campbell,04/27/2020,031C
8126,Campbell,06/04/2020,031C
8127,Campbell,11/13/2020,031C
8128,Campbell,11/09/2020,031C
8129,Campbell,02/13/2020,031C
8131,Campbell,11/19/2020,031C
8132,Campbell,11/04/2020,031C
8133,Campbell,10/08/2020,031C
8134,Campbell,01/22/2020,031C
8141,Campbell,05/18/2020,031C
8150,Campbell,12/17/2020,031C
8151,Campbell,07/01/2020,031C
8156,Campbell,09/09/2020,031C
8160,Campbell,01/16/2020,031C
8162,Campbell,12/18/2020,031C
8164,Campbell,03/11/2020,031C
8170,Campbell,03/09/2020,031C
8175,Campbell,09/30/2020,031C
8178,Campbell,12/03/2020,031C
8181,Campbell,10/01/2020,031C
8183,Campbell,12/22/2020,031C
8188,Campbell,11/12/2020,031C
8196,Campbell,07/08/2020,031C
8206,Campbell,10/22/2020,031C
8208,Campbell,04/14/2020,031C
8209,Campbell,04/15/2020,031C
8214,Campbell,03/23/2020,031C
8218,Campbell,05/07/2020,031C
8219,Campbell,06/25/2020,031C
8223,Campbell,04/09/2020,031C
8226,Campbell,07/07/2020,031C
8238,Campbell,02/06/2020,031C
8240,Campbell,08/06/2020,031C
8256,Campbell,12/10/2020,031C
8258,Campbell,04/22/2020,031C
8260,Campbell,10/28/2020,031C
8270,Campbell,01/29/2020,031C
8274,Campbell,07/16/2020,031C
8297,Campbell,03/18/2020,031C
8300,Campbell,02/19/2020,031C
8306,Campbell,05/27/2020,031C
8318,Campbell,08/12/2020,031C
8323,Campbell,05/06/2020,031C
8332,Campbell,08/05/2020,031C
8333,Campbell,06/11/2020,031C
8335,Campbell,10/21/2020,031C
8387,Campbell,05/14/2020,031C
8388,Campbell,05/12/2020,031C
8391,Campbell,07/21/2020,031C
8420,Campbell,08/13/2020,031C
8432,Campbell,05/21/2020,031C
8438,Campbell,03/12/2020,031C
8475,Campbell,09/14/2020,031C
8485,Campbell,06/19/2020,031C
8492,Campbell,09/24/2020,031C
8498,Campbell,06/08/2020,031C
8505,Campbell,02/26/2020,031C
8522,Campbell,12/23/2020,031C
8549,Campbell,10/07/2020,031C
8551,Campbell,12/09/2020,031C
8560,Campbell,10/14/2020,031C
8574,Campbell,10/29/2020,031C
8579,Campbell,07/09/2020,031C
8593,Campbell,07/30/2020,031C
8597,Campbell,08/19/2020,031C
8614,Campbell,08/17/2020,031C
8622,Campbell,09/15/2020,031C
8633,Campbell,04/24/2020,031C
8637,Campbell,08/18/2020,031C
8654,Campbell,01/28/2020,031C
8660,Caroline,01/02/2020,033C
8661,Caroline,07/01/2020,033C
8662,Caroline,05/28/2020,033C
8663,Caroline,04/02/2020,033C
8664,Caroline,07/23/2020,033C
8666,Caroline,11/19/2020,033C
8669,Caroline,01/08/2020,033C
8670,Caroline,11/18/2020,033C
8673,Caroline,01/16/2020,033C
8674,Caroline,12/09/2020,033C
8675,Caroline,05/07/2020,033C
8678,Caroline,06/04/2020,033C
8680,Caroline,12/16/2020,033C
8682,Caroline,10/21/2020,033C
8685,Caroline,10/14/2020,033C
8686,Caroline,10/28/2020,033C
8688,Caroline,11/04/2020,033C
8697,Caroline,08/06/2020,033C
8699,Caroline,01/15/2020,033C
8701,Caroline,08/26/2020,033C
8702,Caroline,06/24/2020,033C
8706,Caroline,04/29/2020,033C
8710,Caroline,09/24/2020,033C
8714,Caroline,07/29/2020,033C
8715,Caroline,12/03/2020,033C
8716,Caroline,09/23/2020,033C
8718,Caroline,03/19/2020,033C
8720,Caroline,02/19/2020,033C
8725,Caroline,06/18/2020,033C
8731,Caroline,04/01/2020,033C
8732,Caroline,07/22/2020,033C
8735,Caroline,05/27/2020,033C
8751,Caroline,10/07/2020,033C
8754,Caroline,09/10/2020,033C
8757,Caroline,10/15/2020,033C
8759,Caroline,06/03/2020,033C
8764,Caroline,01/29/2020,033C
8771,Caroline,05/21/2020,033C
8774,Caroline,04/16/2020,033C
8778,Caroline,08/27/2020,033C
8794,Caroline,07/15/2020,033C
8796,Caroline,03/11/2020,033C
8800,Caroline,04/22/2020,033C
8804,Caroline,08/19/2020,033C
8806,Caroline,03/05/2020,033C
8809,Caroline,01/23/2020,033C
8810,Caroline,09/02/2020,033C
8819,Caroline,11/20/2020,033C
8822,Caroline,12/10/2020,033C
8827,Caroline,10/22/2020,033C
8835,Caroline,05/06/2020,033C
8839,Caroline,01/30/2020,033C
8862,Caroline,01/09/2020,033C
8878,Caroline,09/03/2020,033C
8885,Caroline,02/06/2020,033C
8887,Caroline,06/25/2020,033C
8888,Caroline,02/26/2020,033C
8904,Caroline,09/30/2020,033C
8908,Caroline,02/12/2020,033C
8911,Caroline,02/27/2020,033C
8912,Caroline,03/04/2020,033C
8935,Carroll,12/18/2020,035C
8936,Carroll,01/13/2020,035C
8937,Carroll,12/10/2020,035C
8939,Carroll,10/16/2020,035C
8941,Carroll,03/05/2020,035C
8942,Carroll,03/16/2020,035C
8943,Carroll,03/27/2020,035C
8944,Carroll,12/17/2020,035C
8946,Carroll,01/15/2020,035C
8950,Carroll,02/25/2020,035C
8951,Carroll,04/08/2020,035C
8954,Carroll,12/04/2020,035C
8955,Carroll,06/24/2020,035C
8957,Carroll,10/05/2020,035C
8962,Carroll,11/23/2020,035C
8965,Carroll,11/02/2020,035C
8967,Carroll,01/09/2020,035C
8968,Carroll,06/09/2020,035C
8975,Carroll,07/01/2020,035C
8976,Carroll,01/23/2020,035C
8977,Carroll,12/02/2020,035C
8979,Carroll,02/05/2020,035C
8982,Carroll,07/15/2020,035C
8983,Carroll,07/29/2020,035C
8986,Carroll,06/03/2020,035C
8987,Carroll,12/14/2020,035C
8989,Carroll,08/17/2020,035C
8992,Carroll,10/28/2020,035C
8993,Carroll,06/05/2020,035C
8994,Carroll,01/29/2020,035C
8996,Carroll,12/22/2020,035C
9003,Carroll,01/03/2020,035C
9006,Carroll,08/26/2020,035C
9009,Carroll,09/02/2020,035C
9012,Carroll,09/09/2020,035C
9013,Carroll,04/01/2020,035C
9023,Carroll,11/05/2020,035C
9024,Carroll,01/21/2020,035C
9026,Carroll,02/11/2020,035C
9030,Carroll,06/18/2020,035C
9031,Carroll,10/21/2020,035C
9032,Carroll,07/27/2020,035C
9033,Carroll,08/05/2020,035C
9035,Carroll,10/26/2020,035C
9040,Carroll,07/23/2020,035C
9041,Carroll,05/28/2020,035C
9042,Carroll,09/21/2020,035C
9048,Carroll,10/13/2020,035C
9065,Carroll,09/25/2020,035C
9074,Carroll,11/13/2020,035C
9082,Carroll,10/06/2020,035C
9084,Carroll,12/21/2020,035C
9087,Carroll,10/30/2020,035C
9093,Carroll,04/30/2020,035C
9095,Carroll,10/14/2020,035C
9102,Carroll,11/19/2020,035C
9105,Carroll,07/20/2020,035C
9110,Carroll,10/07/2020,035C
9111,Carroll,04/15/2020,035C
9117,Carroll,04/22/2020,035C
9132,Carroll,09/24/2020,035C
9133,Carroll,04/28/2020,035C
9135,Carroll,06/15/2020,035C
9138,Carroll,05/27/2020,035C
9147,Carroll,07/30/2020,035C
9158,Carroll,12/03/2020,035C
9167,Carroll,10/29/2020,035C
9169,Carroll,06/29/2020,035C
9174,Carroll,05/06/2020,035C
9175,Carroll,10/08/2020,035C
9198,Carroll,08/24/2020,035C
9210,Carroll,09/22/2020,035C
9215,Carroll,11/12/2020,035C
9216,Carroll,06/17/2020,035C
9219,Carroll,07/08/2020,035C
9231,Carroll,11/25/2020,035C
9234,Carroll,12/23/2020,035C
9244,Carroll,07/22/2020,035C
9245,Carroll,07/17/2020,035C
9270,Carroll,06/01/2020,035C
9275,Carroll,06/16/2020,035C
9280,Carroll,08/12/2020,035C
9288,Carroll,05/04/2020,035C
9289,Carroll,03/12/2020,035C
9303,Carroll,07/16/2020,035C
9346,Carroll,07/07/2020,035C
9362,Carroll,08/03/2020,035C
9369,Carroll,12/28/2020,035C
9415,Carroll,07/21/2020,035C
9418,Carroll,12/15/2020,035C
9444,Carroll,07/24/2020,035C
9470,Carroll,08/19/2020,035C
9501,Carroll,08/14/2020,035C
9519,Carroll,05/12/2020,035C
9530,Carroll,11/10/2020,035C
9541,Carroll,11/04/2020,035C
9570,Charles City,02/21/2020,036C
9577,Charles City,06/05/2020,036C
9579,Charles City,12/04/2020,036C
9580,Charles City,09/18/2020,036C
9581,Charles City,08/07/2020,036C
9582,Charles City,09/01/2020,036C
9586,Charles City,05/22/2020,036C
9587,Charles City,11/20/2020,036C
9590,Charles City,07/07/2020,036C
9591,Charles City,11/05/2020,036C
9602,Charles City,12/18/2020,036C
9605,Charles City,08/21/2020,036C
9616,Charlotte,08/12/2020,037C
9617,Charlotte,05/27/2020,037C
9618,Charlotte,07/22/2020,037C
9629,Charlotte,08/05/2020,037C
9630,Charlotte,01/03/2020,037C
9633,Charlotte,02/25/2020,037C
9636,Charlotte,09/23/2020,037C
9640,Charlotte,06/03/2020,037C
9643,Charlotte,10/07/2020,037C
9644,Charlotte,05/06/2020,037C
9655,Charlotte,09/16/2020,037C
9665,Charlotte,02/12/2020,037C
9666,Charlotte,08/19/2020,037C
9667,Charlotte,10/28/2020,037C
9669,Charlotte,06/16/2020,037C
9693,Charlotte,03/16/2020,037C
9699,Charlotte,01/08/2020,037C
9704,Charlotte,11/18/2020,037C
9705,Charlotte,10/21/2020,037C
9710,Charlotte,08/11/2020,037C
9714,Charlotte,01/29/2020,037C
9720,Charlotte,02/26/2020,037C
9726,Charlotte,12/09/2020,037C
9728,Charlotte,08/26/2020,037C
9729,Charlotte,10/14/2020,037C
9735,Charlotte,12/02/2020,037C
9746,Charlotte,02/19/2020,037C
9750,Charlotte,02/05/2020,037C
9765,Charlotte,06/24/2020,037C
9772,Charlotte,02/07/2020,037C
9813,Charlotte,01/15/2020,037C
9815,Charlottesville,01/30/2020,540C
9816,Charlottesville,06/25/2020,540C
9817,Charlottesville,09/04/2020,540C
9818,Charlottesville,10/23/2020,540C
9819,Charlottesville,02/25/2020,540C
9821,Charlottesville,12/04/2020,540C
9822,Charlottesville,11/19/2020,540C
9823,Charlottesville,02/21/2020,540C
9825,Charlottesville,05/21/2020,540C
9828,Charlottesville,06/24/2020,540C
9829,Charlottesville,08/04/2020,540C
9830,Charlottesville,04/23/2020,540C
9833,Charlottesville,12/28/2020,540C
9834,Charlottesville,08/14/2020,540C
9835,Charlottesville,01/28/2020,540C
9837,Charlottesville,10/19/2020,540C
9838,Charlottesville,07/23/2020,540C
9840,Charlottesville,01/10/2020,540C
9841,Charlottesville,10/27/2020,540C
9842,Charlottesville,02/20/2020,540C
9846,Charlottesville,06/23/2020,540C
9849,Charlottesville,09/14/2020,540C
9850,Charlottesville,07/02/2020,540C
9852,Charlottesville,10/30/2020,540C
9854,Charlottesville,09/17/2020,540C
9855,Charlottesville,06/19/2020,540C
9857,Charlottesville,07/24/2020,540C
9860,Charlottesville,02/07/2020,540C
9861,Charlottesville,08/25/2020,540C
9867,Charlottesville,11/10/2020,540C
9875,Charlottesville,06/11/2020,540C
9881,Charlottesville,04/28/2020,540C
9882,Charlottesville,02/06/2020,540C
9885,Charlottesville,11/06/2020,540C
9889,Charlottesville,07/09/2020,540C
9895,Charlottesville,01/24/2020,540C
9896,Charlottesville,04/13/2020,540C
9897,Charlottesville,10/15/2020,540C
9898,Charlottesville,06/15/2020,540C
9905,Charlottesville,01/16/2020,540C
9908,Charlottesville,08/05/2020,540C
9909,Charlottesville,07/14/2020,540C
9912,Charlottesville,10/02/2020,540C
9920,Charlottesville,06/05/2020,540C
9923,Charlottesville,03/19/2020,540C
9929,Charlottesville,08/06/2020,540C
9930,Charlottesville,08/10/2020,540C
9931,Charlottesville,05/26/2020,540C
9933,Charlottesville,01/06/2020,540C
9934,Charlottesville,09/21/2020,540C
9936,Charlottesville,10/06/2020,540C
9944,Charlottesville,10/29/2020,540C
9947,Charlottesville,08/07/2020,540C
9949,Charlottesville,07/28/2020,540C
9954,Charlottesville,03/24/2020,540C
9964,Charlottesville,02/10/2020,540C
9971,Charlottesville,06/26/2020,540C
9975,Charlottesville,12/18/2020,540C
9976,Charlottesville,10/16/2020,540C
9994,Charlottesville,09/22/2020,540C
9998,Charlottesville,11/24/2020,540C
9999,Charlottesville,03/12/2020,540C
10004,Charlottesville,02/28/2020,540C
10017,Charlottesville,06/09/2020,540C
10065,Charlottesville,12/17/2020,540C
10067,Charlottesville,07/22/2020,540C
10069,Charlottesville,10/08/2020,540C
10073,Charlottesville,07/06/2020,540C
10109,Charlottesville,08/31/2020,540C
10115,Charlottesville,01/03/2020,540C
10124,Charlottesville,08/28/2020,540C
10182,Charlottesville,07/27/2020,540C
10208,Charlottesville,03/13/2020,540C
10212,Charlottesville,12/22/2020,540C
10234,Chesapeake,02/07/2020,550C
10236,Chesapeake,01/24/2020,550C
10238,Chesapeake,09/25/2020,550C
10240,Chesapeake,11/16/2020,550C
10243,Chesapeake,09/18/2020,550C
10244,Chesapeake,02/11/2020,550C
10246,Chesapeake,03/06/2020,550C
10247,Chesapeake,12/14/2020,550C
10248,Chesapeake,09/01/2020,550C
10249,Chesapeake,03/03/2020,550C
10250,Chesapeake,01/30/2020,550C
10255,Chesapeake,10/09/2020,550C
10256,Chesapeake,08/17/2020,550C
10258,Chesapeake,02/18/2020,550C
10259,Chesapeake,05/06/2020,550C
10261,Chesapeake,01/16/2020,550C
10264,Chesapeake,09/04/2020,550C
10265,Chesapeake,08/25/2020,550C
10266,Chesapeake,12/18/2020,550C
10267,Chesapeake,10/27/2020,550C
10269,Chesapeake,12/17/2020,550C
10270,Chesapeake,10/08/2020,550C
10271,Chesapeake,07/07/2020,550C
