Judge Full Name,Year,Court Name,Judge
William H Ledbetter ,2004,Westmoreland,WHL
Horace A Revercomb ,2004,Westmoreland,HAR
John Whittier Scott ,2004,Westmoreland,JWS
Ann Hunter Simpson,2004,Westmoreland,AHS
Gary M Williams,2005,Sussex,GMW
Samuel E Campbell,2005,Sussex,SEC
W Allan Sharrett,2005,Sussex,WAS
T  Warren,2000,Dinwiddie,TW
O A Pollard ,2000,Dinwiddie,OAP
J F DAlton ,2000,Dinwiddie,JFD
Jennifer R Sims,2003,Warren,JRS
Dennis Lee Hupp,2003,Warren,DLH
John E Wetsel ,2003,Warren,JEW
James  Lane,2003,Warren,JL
John J McGrath ,2003,Warren,JJM
John R Prosser,2003,Warren,JRP
Harry T Taliaferro  ,2012,Westmoreland,HTT
Gordon F Willis ,2012,Westmoreland,GFW
J Martin Bass,2012,Westmoreland,JMB
David H Beck,2012,Westmoreland,DHB
Sarah L Deneke,2012,Westmoreland,SLD
Joseph J Ellis,2012,Westmoreland,JJE
J Overton Harris,2012,Westmoreland,JOH
Charles S Sharp,2012,Westmoreland,CSS
W Allan Sharrett  ,2011,Sussex,WAS
Samuel E Campbell ,2011,Sussex,SEC
R W Grubbs,2001,Giles,RWG
C R Gibb,2001,Giles,CRG
D E Mink,2001,Giles,DEM
J C Campbell,2001,Giles,JCC
R M D Turk,2001,Giles,RMDT
Gwynne J Chatham,2003,Westmoreland,GJC
Harry T Taliaferro ,2003,Westmoreland,HTT
John Richard Alderman,2003,Westmoreland,JRA
James W Haley ,2003,Westmoreland,JWH
William H Ledbetter ,2003,Westmoreland,WHL
Horace A Revercomb ,2003,Westmoreland,HAR
John Whittier Scott ,2003,Westmoreland,JWS
Ann Hunter Simpson,2003,Westmoreland,AHS
Gary M Williams,2004,Sussex,GMW
Samuel E Campbell,2004,Sussex,SEC
W Allan Sharrett,2004,Sussex,WAS
Dennis Lee Hupp ,2011,Warren,DLH
James  Lane ,2011,Warren,JL
John E Wetsel ,2011,Warren,JEW
Thomas J Wilson ,2011,Warren,TJW
Jennifer R Sims,2003,Warren,JRS
John E Wetsel ,2003,Warren,JEW
Dennis Lee Hupp,2003,Warren,DLH
James  Lane,2003,Warren,JL
John J McGrath ,2003,Warren,JJM
John R Prosser,2003,Warren,JRP
Harry T Taliaferro  ,2013,Westmoreland,HTT
David H Beck ,2013,Westmoreland,DHB
J Martin Bass,2013,Westmoreland,JMB
Sarah L Deneke,2013,Westmoreland,SLD
Joseph J Ellis,2013,Westmoreland,JJE
J Overton Harris,2013,Westmoreland,JOH
Charles S Sharp,2013,Westmoreland,CSS
Gordon F Willis,2013,Westmoreland,GFW
W Allan Sharrett  ,2012,Sussex,WAS
R W Grubbs,2001,Giles,RWG
C R Gibb,2001,Giles,CRG
D E Mink,2001,Giles,DEM
J C Campbell,2001,Giles,JCC
R M D Turk,2001,Giles,RMDT
Gwynne J Chatham,2003,Westmoreland,GJC
Harry T Taliaferro ,2003,Westmoreland,HTT
John Richard Alderman,2003,Westmoreland,JRA
James W Haley ,2003,Westmoreland,JWH
William H Ledbetter ,2003,Westmoreland,WHL
Horace A Revercomb ,2003,Westmoreland,HAR
John Whittier Scott ,2003,Westmoreland,JWS
Ann Hunter Simpson,2003,Westmoreland,AHS
Gary M Williams,2004,Sussex,GMW
Samuel E Campbell,2004,Sussex,SEC
W Allan Sharrett,2004,Sussex,WAS
Dennis Lee Hupp ,2012,Warren,DLH
Thomas J Wilson  ,2012,Warren,TJW
Clifford Lynwood Athey ,2012,Warren,CLA
James  Lane,2012,Warren,JL
John E Wetsel ,2012,Warren,JEW
Jennifer R Sims,2003,Warren,JRS
John E Wetsel ,2003,Warren,JEW
Dennis Lee Hupp,2003,Warren,DLH
James  Lane,2003,Warren,JL
John J McGrath ,2003,Warren,JJM
John R Prosser,2003,Warren,JRP
Harry T Taliaferro  ,2014,Westmoreland,HTT
Joseph J Ellis ,2014,Westmoreland,JJE
Sarah L Deneke,2014,Westmoreland,SLD
J Overton Harris,2014,Westmoreland,JOH
Patricia Kelly,2014,Westmoreland,PK
Michael E Levy,2014,Westmoreland,MEL
Charles S Sharp,2014,Westmoreland,CSS
Gordon F Willis,2014,Westmoreland,GFW
W Allan Sharrett  ,2013,Sussex,WAS
Nathan Curtis Lee,2013,Sussex,NCL
R W Grubbs,2001,Giles,RWG
C R Gibb,2001,Giles,CRG
D E Mink,2001,Giles,DEM
J C Campbell,2001,Giles,JCC
R M D Turk,2001,Giles,RMDT
Gary M Williams,2004,Sussex,GMW
Robert G OHara ,2004,Sussex,RGO
Samuel E Campbell,2004,Sussex,SEC
Dennis Lee Hupp ,2014,Warren,DLH
Thomas J Wilson  ,2014,Warren,TJW
Bruce D Albertson,2014,Warren,BDA
Clifford Lynwood Athey ,2014,Warren,CLA
John E Wetsel ,2014,Warren,JEW
Gwynne J Chatham,2003,Westmoreland,GJC
Harry T Taliaferro ,2003,Westmoreland,HTT
John Richard Alderman,2003,Westmoreland,JRA
James W Haley ,2003,Westmoreland,JWH
William H Ledbetter ,2003,Westmoreland,WHL
Horace A Revercomb ,2003,Westmoreland,HAR
John Whittier Scott ,2003,Westmoreland,JWS
Ann Hunter Simpson,2003,Westmoreland,AHS
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Harry T Taliaferro  ,2015,Westmoreland,HTT
Joseph J Ellis ,2015,Westmoreland,JJE
Sarah L Deneke,2015,Westmoreland,SLD
J Overton Harris,2015,Westmoreland,JOH
Herbert M Hewitt,2015,Westmoreland,HMH
Patricia Kelly,2015,Westmoreland,PK
Michael E Levy,2015,Westmoreland,MEL
Charles S Sharp,2015,Westmoreland,CSS
Gordon F Willis,2015,Westmoreland,GFW
Victoria A B Willis,2015,Westmoreland,VABW
R W Grubbs,2001,Giles,RWG
C R Gibb,2001,Giles,CRG
D E Mink,2001,Giles,DEM
J C Campbell,2001,Giles,JCC
R M D Turk,2001,Giles,RMDT
W Allan Sharrett  ,2015,Sussex,WAS
Nathan Curtis Lee,2015,Sussex,NCL
Dennis Lee Hupp ,2015,Warren,DLH
Thomas J Wilson  ,2015,Warren,TJW
Bruce D Albertson,2015,Warren,BDA
Clifford Lynwood Athey ,2015,Warren,CLA
Ronald Lewis Napier,2015,Warren,RLN
Clark Andrew Ritchie,2015,Warren,CAR
John E Wetsel ,2015,Warren,JEW
Gary M Williams,2004,Sussex,GMW
Robert G OHara ,2004,Sussex,RGO
Samuel E Campbell,2004,Sussex,SEC
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
J Overton Harris ,2016,Westmoreland,JOH
Sarah L Deneke,2016,Westmoreland,SLD
Joseph J Ellis,2016,Westmoreland,JJE
Herbert M Hewitt,2016,Westmoreland,HMH
Patricia Kelly,2016,Westmoreland,PK
Michael E Levy,2016,Westmoreland,MEL
R Michael McKenney,2016,Westmoreland,RMM
Ricardo Rigual,2016,Westmoreland,RR
Charles S Sharp,2016,Westmoreland,CSS
Gordon F Willis,2016,Westmoreland,GFW
Victoria A B Willis,2016,Westmoreland,VABW
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
R W Grubbs,2000,Giles,RWG
C R Gibb,2000,Giles,CRG
D E Mink,2000,Giles,DEM
J C Campbell,2000,Giles,JCC
R M D Turk,2000,Giles,RMDT
W Allan Sharrett  ,2016,Sussex,WAS
Nathan Curtis Lee,2016,Sussex,NCL
Clifford Lynwood Athey  ,2016,Warren,CLA
Dennis Lee Hupp ,2016,Warren,DLH
Ronald Lewis Napier ,2016,Warren,RLN
Thomas J Wilson  ,2016,Warren,TJW
Bruce D Albertson,2016,Warren,BDA
Neil Randolph Bryant,2016,Warren,NRB
Alexander R den,2016,Warren,ARd
Clark Andrew Ritchie,2016,Warren,CAR
Gary M Williams,2003,Sussex,GMW
Robert G OHara ,2003,Sussex,RGO
Samuel E Campbell,2003,Sussex,SEC
J Overton Harris ,2017,Westmoreland,JOH
Sarah L Deneke,2017,Westmoreland,SLD
Joseph J Ellis,2017,Westmoreland,JJE
Herbert M Hewitt,2017,Westmoreland,HMH
Patricia Kelly,2017,Westmoreland,PK
Michael E Levy,2017,Westmoreland,MEL
R Michael McKenney,2017,Westmoreland,RMM
Ricardo Rigual,2017,Westmoreland,RR
Charles S Sharp,2017,Westmoreland,CSS
Gordon F Willis,2017,Westmoreland,GFW
Victoria A B Willis,2017,Westmoreland,VABW
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
W Allan Sharrett  ,2017,Sussex,WAS
Clifford Lynwood Athey   ,2017,Warren,CLA
Dennis Lee Hupp ,2017,Warren,DLH
Ronald Lewis Napier ,2017,Warren,RLN
Bruce D Albertson,2017,Warren,BDA
Neil Randolph Bryant,2017,Warren,NRB
Alexander R den,2017,Warren,ARd
Clark Andrew Ritchie,2017,Warren,CAR
Thomas J Wilson ,2017,Warren,TJW
Gary M Williams,2003,Sussex,GMW
Robert G OHara ,2003,Sussex,RGO
Samuel E Campbell,2003,Sussex,SEC
Charles S Sharp ,2018,Westmoreland,CSS
Sarah L Deneke,2018,Westmoreland,SLD
Joseph J Ellis,2018,Westmoreland,JJE
J Overton Harris,2018,Westmoreland,JOH
Herbert M Hewitt,2018,Westmoreland,HMH
Patricia Kelly,2018,Westmoreland,PK
Michael E Levy,2018,Westmoreland,MEL
R Michael McKenney,2018,Westmoreland,RMM
Ricardo Rigual,2018,Westmoreland,RR
Gordon F Willis,2018,Westmoreland,GFW
Victoria A B Willis,2018,Westmoreland,VABW
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
W Allan Sharrett  ,2018,Sussex,WAS
William Edward Tomko ,2018,Sussex,WET
Clifford Lynwood Athey   ,2018,Warren,CLA
Dennis Lee Hupp ,2018,Warren,DLH
Ronald Lewis Napier ,2018,Warren,RLN
Bruce D Albertson,2018,Warren,BDA
Neil Randolph Bryant,2018,Warren,NRB
Alexander R den,2018,Warren,ARd
Clark Andrew Ritchie,2018,Warren,CAR
Thomas J Wilson ,2018,Warren,TJW
Charles S Sharp ,2019,Westmoreland,CSS
Sarah L Deneke,2019,Westmoreland,SLD
William E Glover,2019,Westmoreland,WEG
J Overton Harris,2019,Westmoreland,JOH
Herbert M Hewitt,2019,Westmoreland,HMH
Patricia Kelly,2019,Westmoreland,PK
Michael E Levy,2019,Westmoreland,MEL
R Michael McKenney,2019,Westmoreland,RMM
Ricardo Rigual,2019,Westmoreland,RR
Gordon F Willis,2019,Westmoreland,GFW
Victoria A B Willis,2019,Westmoreland,VABW
Gary M Williams,2003,Sussex,GMW
Robert G OHara ,2003,Sussex,RGO
James A Luke,2003,Sussex,JAL
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
W Allan Sharrett  ,2019,Sussex,WAS
William Edward Tomko ,2019,Sussex,WET
Humes J Franklin ,2006,Staunton,HJF
Thomas H Wood,2006,Staunton,THW
Michael S Irvine,2006,Staunton,MSI
Malfourd W  Bo Trumbo,2006,Staunton,MWBT
Bruce D Albertson  ,2019,Warren,BDA
Clifford Lynwood Athey  ,2019,Warren,CLA
Clark Andrew Ritchie ,2019,Warren,CAR
Neil Randolph Bryant,2019,Warren,NRB
Alexander R den,2019,Warren,ARd
Thomas J Wilson ,2019,Warren,TJW
Herbert M Hewitt ,2020,Westmoreland,HMH
Sarah L Deneke ,2020,Westmoreland,SLD
William E Glover,2020,Westmoreland,WEG
John Overton Harris,2020,Westmoreland,JOH
Patricia Kelly,2020,Westmoreland,PK
Michael E Levy,2020,Westmoreland,MEL
Roy Michael McKenney,2020,Westmoreland,RMM
Ricardo Rigual,2020,Westmoreland,RR
James Bruce Strickland,2020,Westmoreland,JBS
Gordon F Willis,2020,Westmoreland,GFW
Victoria A B Willis,2020,Westmoreland,VABW
Thomas E Roberts,2005,Staunton,TER
Humes J Franklin ,2005,Staunton,HJF
Thomas H Wood,2005,Staunton,THW
Michael S Irvine,2005,Staunton,MSI
Malfourd W  Bo Trumbo,2005,Staunton,MWBT
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
Gary M Williams,2003,Sussex,GMW
Robert G OHara ,2003,Sussex,RGO
James A Luke,2003,Sussex,JAL
William Allan Sharrett  ,2020,Sussex,WAS
Carson E Saunders ,2020,Sussex,CES
William Edward Tomko ,2020,Sussex,WET
Humes J Franklin ,2007,Staunton,HJF
Thomas H Wood,2007,Staunton,THW
Michael S Irvine,2007,Staunton,MSI
Malfourd W  Bo Trumbo,2007,Staunton,MWBT
Kevin C Black ,2020,Warren,KCB
William W Sharp ,2020,Warren,WWS
Bruce D Albertson ,2020,Warren,BDA
William W Eldridge ,2020,Warren,WWE
Alexander R den,2020,Warren,ARd
Brian M Madden,2020,Warren,BMM
Clark Andrew Ritchie,2020,Warren,CAR
Thomas J Wilson ,2020,Warren,TJW
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
Michael S Irvine,2004,Staunton,MSI
Malfourd W  Bo Trumbo,2004,Staunton,MWBT
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Humes J Franklin ,2008,Staunton,HJF
Michael S Irvine,2008,Staunton,MSI
Victor V Ludwig,2008,Staunton,VVL
Malfourd W Bo Trumbo,2008,Staunton,MWBT
William Allan Sharrett ,2021,Sussex,WAS
William Edward Tomko  ,2021,Sussex,WET
Carson E Saunders ,2021,Sussex,CES
William A Hall,2002,Warren,WAH
John E Wetsel ,2002,Warren,JEW
Dennis Lee Hupp,2002,Warren,DLH
James  Lane,2002,Warren,JL
John J McGrath ,2002,Warren,JJM
John R Prosser,2002,Warren,JRP
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
Humes J Franklin   ,2010,Staunton,HJF
Michael S Irvine,2010,Staunton,MSI
Victor V Ludwig,2010,Staunton,VVL
Malfourd W Bo Trumbo,2010,Staunton,MWBT
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
Michael S Irvine,2004,Staunton,MSI
Malfourd W  Bo Trumbo,2004,Staunton,MWBT
D L Hupp,2001,Warren,DLH
J E Wetsel ,2001,Warren,JEW
J R Prosser,2001,Warren,JRP
J J McGrath Jr,2001,Warren,JJMJ
J  Lane ,2001,Warren,JL
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
Horace A Revercomb ,2002,Westmoreland,HAR
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
Humes J Franklin   ,2011,Staunton,HJF
Michael S Irvine,2011,Staunton,MSI
Victor V Ludwig,2011,Staunton,VVL
Malfourd W Bo Trumbo,2011,Staunton,MWBT
Theodore J Markow,2006,Richmond,TJM
Bradley B Cavedo,2006,Richmond,BBC
Melvin R Hughes ,2006,Richmond,MRH
Randall G Johnson,2006,Richmond,RGJ
Beverly W Snukals,2006,Richmond,BWS
Margaret P Spencer,2006,Richmond,MPS
Walter W Stout ,2006,Richmond,WWS
Richard D Taylor ,2006,Richmond,RDT
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
Michael S Irvine,2004,Staunton,MSI
Malfourd W  Bo Trumbo,2004,Staunton,MWBT
D L Hupp,2001,Warren,DLH
J E Wetsel ,2001,Warren,JEW
J R Prosser,2001,Warren,JRP
J J McGrath Jr,2001,Warren,JJMJ
J  Lane ,2001,Warren,JL
Westbrook J Parker,2007,Southampton,WJP
Rodham T Delk ,2007,Southampton,RTD
Carl Edward Eason ,2007,Southampton,CEE
R Glennwood Lookabill,2004,Pulaski,RGL
Colin R Gibb,2004,Pulaski,CRG
Ray Wilson Grubbs,2004,Pulaski,RWG
J Colin Campbell Sr,2004,Pulaski,JCCS
Brett L Geisler,2004,Pulaski,BLG
Robert M D Turk,2004,Pulaski,RMDT
Gwynne J Chatham,2002,Westmoreland,GJC
Harry T Taliaferro ,2002,Westmoreland,HTT
Horace A Revercomb ,2002,Westmoreland,HAR
John Richard Alderman,2002,Westmoreland,JRA
James W Haley ,2002,Westmoreland,JWH
William H Ledbetter ,2002,Westmoreland,WHL
John Whittier Scott ,2002,Westmoreland,JWS
Ann Hunter Simpson,2002,Westmoreland,AHS
Humes J Franklin   ,2012,Staunton,HJF
Michael S Irvine,2012,Staunton,MSI
Victor V Ludwig,2012,Staunton,VVL
Malfourd W Trumbo,2012,Staunton,MWT
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Walter W Stout ,2007,Richmond,WWS
Bradley B Cavedo,2007,Richmond,BBC
Melvin R Hughes ,2007,Richmond,MRH
C N Jenkins ,2007,Richmond,CNJ
Theodore J Markow,2007,Richmond,TJM
Beverly W Snukals,2007,Richmond,BWS
Margaret P Spencer,2007,Richmond,MPS
Richard D Taylor ,2007,Richmond,RDT
Colin R Gibb,2007,Pulaski,CRG
Brett L Geisler,2007,Pulaski,BLG
Ray Wilson Grubbs,2007,Pulaski,RWG
Josiah T Showalter ,2007,Pulaski,JTS
Robert M D Turk,2007,Pulaski,RMDT
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
Michael S Irvine,2004,Staunton,MSI
Malfourd W  Bo Trumbo,2004,Staunton,MWBT
D L Hupp,2001,Warren,DLH
J E Wetsel ,2001,Warren,JEW
J R Prosser,2001,Warren,JRP
J J McGrath Jr,2001,Warren,JJMJ
J  Lane ,2001,Warren,JL
Westbrook J Parker,2008,Southampton,WJP
Rodham T Delk ,2008,Southampton,RTD
Carl Edward Eason ,2008,Southampton,CEE
J W Haley ,2002,Westmoreland,JWH
W H Ledbetter ,2002,Westmoreland,WHL
J E Spruill ,2002,Westmoreland,JES
J W Scott ,2002,Westmoreland,JWS
H A Revercomb ,2002,Westmoreland,HAR
A H Simpson,2002,Westmoreland,AHS
J R Alderman,2002,Westmoreland,JRA
R Glennwood Lookabill,2004,Pulaski,RGL
Colin R Gibb,2004,Pulaski,CRG
Ray Wilson Grubbs,2004,Pulaski,RWG
J Colin Campbell Sr,2004,Pulaski,JCCS
Brett L Geisler,2004,Pulaski,BLG
Robert M D Turk,2004,Pulaski,RMDT
Malfourd W Trumbo ,2013,Staunton,MWT
Michael S Irvine,2013,Staunton,MSI
Victor V Ludwig,2013,Staunton,VVL
Walter W Stout ,2008,Richmond,WWS
Bradley B Cavedo,2008,Richmond,BBC
Melvin R Hughes ,2008,Richmond,MRH
C N Jenkins ,2008,Richmond,CNJ
Theodore J Markow,2008,Richmond,TJM
Beverly W Snukals,2008,Richmond,BWS
Margaret P Spencer,2008,Richmond,MPS
Richard D Taylor ,2008,Richmond,RDT
Colin R Gibb,2008,Pulaski,CRG
Josiah T Showalter ,2008,Pulaski,JTS
Brett L Geisler,2008,Pulaski,BLG
Ray Wilson Grubbs,2008,Pulaski,RWG
Robert M D Turk,2008,Pulaski,RMDT
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
"Malfourd W ""Bo"" Trumbo",2004,Staunton,"MW""T"
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Bevill M Dean,2004,Richmond,BMD
Theodore J Markow,2004,Richmond,TJM
Bradley B Cavedo,2004,Richmond,BBC
Melvin R Hughes ,2004,Richmond,MRH
Randall G Johnson,2004,Richmond,RGJ
Beverly W Snukals,2004,Richmond,BWS
Margaret Poles Spencer,2004,Richmond,MPS
Walter W Stout ,2004,Richmond,WWS
Richard D Taylor ,2004,Richmond,RDT
Westbrook J Parker,2009,Southampton,WJP
Rodham T Delk ,2009,Southampton,RTD
Carl Edward Eason ,2009,Southampton,CEE
J W Haley ,2001,Westmoreland,JWH
W H Ledbetter ,2001,Westmoreland,WHL
J E Spruill ,2001,Westmoreland,JES
J W Scott ,2001,Westmoreland,JWS
H A Revercomb ,2001,Westmoreland,HAR
A H Simpson,2001,Westmoreland,AHS
J R Alderman,2001,Westmoreland,JRA
D L Hupp,2001,Warren,DLH
J E Wetsel ,2001,Warren,JEW
J R Prosser,2001,Warren,JRP
J J McGrath Jr,2001,Warren,JJMJ
J  Lane ,2001,Warren,JL
R Glennwood Lookabill,2004,Pulaski,RGL
Colin R Gibb,2004,Pulaski,CRG
Ray Wilson Grubbs,2004,Pulaski,RWG
J Colin Campbell Sr,2004,Pulaski,JCCS
Brett L Geisler,2004,Pulaski,BLG
Robert M D Turk,2004,Pulaski,RMDT
Beverly W Snukals,2009,Richmond,BWS
Bradley B Cavedo,2009,Richmond,BBC
Melvin R Hughes ,2009,Richmond,MRH
C N Jenkins ,2009,Richmond,CNJ
Theodore J Markow,2009,Richmond,TJM
Margaret P Spencer,2009,Richmond,MPS
Walter W Stout ,2009,Richmond,WWS
Richard D Taylor ,2009,Richmond,RDT
Colin R Gibb,2009,Pulaski,CRG
Josiah T Showalter ,2009,Pulaski,JTS
Brett L Geisler,2009,Pulaski,BLG
Ray Wilson Grubbs,2009,Pulaski,RWG
Robert M D Turk,2009,Pulaski,RMDT
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
Malfourd W Trumbo,2004,Staunton,MWT
Gary M Williams,2002,Sussex,GMW
Robert G OHara ,2002,Sussex,RGO
James A Luke,2002,Sussex,JAL
Charles L Ricketts  ,2014,Staunton,CLR
Malfourd W Trumbo ,2014,Staunton,MWT
Michael S Irvine,2014,Staunton,MSI
Victor V Ludwig,2014,Staunton,VVL
Bevill M Dean,2004,Richmond,BMD
Theodore J Markow,2004,Richmond,TJM
Bradley B Cavedo,2004,Richmond,BBC
Melvin R Hughes ,2004,Richmond,MRH
Randall G Johnson,2004,Richmond,RGJ
Beverly W Snukals,2004,Richmond,BWS
Margaret Poles Spencer,2004,Richmond,MPS
Walter W Stout ,2004,Richmond,WWS
Richard D Taylor ,2004,Richmond,RDT
Westbrook J Parker  ,2010,Southampton,WJP
Rodham T Delk ,2010,Southampton,RTD
Carl Edward Eason ,2010,Southampton,CEE
J W Haley ,2001,Westmoreland,JWH
W H Ledbetter ,2001,Westmoreland,WHL
J E Spruill ,2001,Westmoreland,JES
J W Scott ,2001,Westmoreland,JWS
H A Revercomb ,2001,Westmoreland,HAR
A H Simpson,2001,Westmoreland,AHS
J R Alderman,2001,Westmoreland,JRA
D L Hupp,2001,Warren,DLH
J E Wetsel ,2001,Warren,JEW
J R Prosser,2001,Warren,JRP
J J McGrath Jr,2001,Warren,JJMJ
J  Lane ,2001,Warren,JL
R Glennwood Lookabill,2004,Pulaski,RGL
Colin R Gibb,2004,Pulaski,CRG
Ray Wilson Grubbs,2004,Pulaski,RWG
J Colin Campbell Sr,2004,Pulaski,JCCS
Brett L Geisler,2004,Pulaski,BLG
Robert M D Turk,2004,Pulaski,RMDT
Richard D Taylor   ,2011,Richmond,RDT
Bradley B Cavedo ,2011,Richmond,BBC
Melvin R Hughes  ,2011,Richmond,MRH
C N Jenkins  ,2011,Richmond,CNJ
Beverly W Snukals ,2011,Richmond,BWS
Margaret P Spencer ,2011,Richmond,MPS
Walter W Stout  ,2011,Richmond,WWS
Thomas E Roberts,2004,Staunton,TER
Humes J Franklin ,2004,Staunton,HJF
Thomas H Wood,2004,Staunton,THW
George E Honts ,2004,Staunton,GEH
Colin R Gibb  ,2010,Pulaski,CRG
Brett L Geisler,2010,Pulaski,BLG
Josiah T Showalter ,2010,Pulaski,JTS
