Judge,Year,Court
Hon Lon Edward Farris,2007,Circuit Court Chambers
Hon Walter S. Felton Jr.,2007,Court of Appeals of Virginia
Hon John B. Ferguson,2007,Roanoke City Juvenile & Domestic Relations District Court
Hon Anita D. Filson,2007,Lexington/Rockbridge General District and J&DR District Court
Hon Gaylord L. Finch Jr.,2007,Fairfax Circuit Court
Hon Timothy S. Fisher,2007,2500 Washington Avenue
Hon Johanna L. Fitzpatrick,2007,Court of Appeals of Virginia
Hon Charles B. Foley,2007,P. O. Box 458
Hon V. Thomas Forehand Jr.,2007,307 Albemarle Drive
Hon Aundria Deloris Foster,2007,2500 Washington Avenue
Hon Robert P. Frank,2007,Court of Appeals of Virginia
Hon Humes J. Franklin Jr.,2007,Staunton Circuit Court
Hon Isaac St. C. Freeman,2007,Smyth Circuit Court
Hon Constance H. Frogale,2007,Alexandria Juvenile & Domestic Relations District Court
Hon Junius P. Fulton III,2007,Norfolk Circuit Court
Hon Barbara J. Gaden,2007,Richmond-Civil General District Court
Hon Thomas E. Gallahue,2007,Fairfax County General District Court
Hon J. Michael Gamble,2007,Amherst Circuit Court
Hon Michael T. Garrett,2007,Amherst Juvenile & Domestic Relations District Court
Hon Brett L. Geisler,2007,Carroll Circuit Court
Hon Edwin A. Gendron Jr.,2007,Henry General District Court
Hon E. Robert Giammittorio,2007,Alexandria General District Court
Hon Colin R. Gibb,2007,Pulaski Circuit Court
Hon Herbert Cogbill Gill Jr.,2007,P.O. Box 57
Hon Larry E. Gilman,2007,Hanover Juvenile & Domestic Relations District Court
Hon Paul F. Gluchowski,2007,Prince William Juvenile & Domestic Relations District Court
Hon S. Bernard Goodwyn,2007,307 Albemarle Drive
Hon Croxton Gordon,2007,Accomack Juvenile & Domestic Relations District Court
Hon G. Carter Greer,2007,P.O. Box 1347
Hon Charles D. Griffith Jr.,2007,Norfolk Circuit Court
Hon Teena D. Grodner,2007,Fairfax County Juvenile & Domestic Relations District Court
Hon Ray Wilson Grubbs,2007,"One East Main Street, Room 418"
Hon Donald M. Haddock,2007,Judges' Chambers
Hon Phillip L. Hairston,2007,Richmond-Criminal General District Court
Hon James W. Haley Jr.,2007,Court of Appeals of Virginia
Hon William D. Hamblen,2007,Circuit Court Chambers
Hon Catherine C. Hammond,2007,Henrico Circuit Court
Hon Edward W. Hanson Jr.,2007,Virginia Beach Circuit Court
Hon J. Overton Harris,2007,Spotsylvania General District Court
Hon Lee A. Harris Jr.,2007,Henrico Circuit Court
Hon Leroy Rountree Hassell Sr.,2007,Supreme Court of Virginia
Hon Timothy J. Hauler,2007,P.O. Box 57
Hon James C. Hawks,2007,Portsmouth Circuit Court
Hon William D. Heatwole,2007,Waynesboro General District Court
Hon Jerry Hendrick Jr.,2007,Chesterfield Juvenile & Domestic Relations District Court
Hon Karen A. Henenberg,2007,1425 North Courthouse Road
Hon Gary A. Hicks,2007,Henrico Circuit Court
Hon Cheryl V. Higgins,2007,"Court Square, Room 225"
Hon Marvin C. Hillsman Jr.,2007,Harrisonburg/Rockingham Juvenile & Domestic Relations District Court
Hon Lauri D. Hogge,2007,Norfolk Juvenile & Domestic Relations District Court
Hon Edward L. Hogshire,2007,Charlottesville Circuit Court
Hon Roxie O. Holder,2007,Portsmouth General District Court
Hon Thomas B. Hoover,2007,New Kent Circuit Court
Hon Thomas D. Horne,2007,Loudoun Circuit Court
Hon W. Dale Houff,2007,Page General District Court
Hon W. Edward Hudgins Jr.,2007,Virginia Beach General District Court
Hon Melvin R. Hughes Jr.,2007,Richmond Circuit Court
Hon James E. Hume,2007,Petersburg Juvenile & Domestic Relations District Court
Hon Robert J. Humphreys,2007,Court of Appeals of Virginia
Hon Dennis Lee Hupp,2007,Shenandoah Circuit Court
Hon Jack S Hurley Jr.,2007,Tazewell General District Court
Hon Pamela E. Hutchens,2007,Virginia Beach General District Court
Hon Christopher W. Hutton,2007,Hampton Circuit Court
Hon Michael S. Irvine,2007,Rockbridge Circuit Court
Hon Gwendolyn J. Jackson,2007,Room 183
Hon Avelina S. Jacob,2007,Loudoun Juvenile & Domestic Relations District Court
Hon Jerome James,2007,Norfolk Circuit Court
Hon Birdie Hairston Jamison,2007,Richmond-Traffic General District Court
Hon C. N. Jenkins Jr.,2007,Richmond Circuit Court
Hon Dwight D. Johnson,2007,Albemarle Juvenile & Domestic Relations District Court
Hon Julian W. Johnson,2007,Stafford Juvenile & Domestic Relations District Court
Hon Patrick Reynolds Johnson,2007,Buchanan General District and J&DR District Court
Hon Sage B. Johnson,2007,Washington General District Court
Hon Craig D. Johnston,2007,Prince William General District Court
Hon J. Samuel Johnston Jr.,2007,Campbell Circuit Court
Hon Bonnie L. Jones,2007,Hampton General District Court
Hon George A. Jones Jr.,2007,Pittsylvania General District Court
Hon Jerrauld C. Jones,2007,Norfolk Juvenile & Domestic Relations District Court
Hon Thomas O. Jones,2007,Richmond-Traffic General District Court
Hon Barbara Milano Keenan,2007,Supreme Court of Virginia
Hon Elizabeth Kellas,2007,Frederick/Winchester Juvenile & Domestic Relations District Court
Hon Thomas J. Kelley Jr.,2007,1425 North Courthouse Road
Hon D. Arthur Kelsey,2007,Court of Appeals of Virginia
Hon Lisa Bondareff Kemler,2007,Judges' Chambers
Hon Benjamin N. A. Kendrick,2007,Arlington Circuit Court
Hon Richard C. Kerns,2007,Newport News-Traffic General District Court
Hon John C. Kilgore,2007,Scott Circuit Court
Hon Colleen K. Killilea,2007,Williamsburgr/James City County General District Court
Hon M. Frederick King,2007,Roanoke City General District Court
Hon Cynthia D. Kinser,2007,Supreme Court of Virginia
Hon Larry B. Kirksey,2007,Bristol Circuit Court
Hon Stanley P. Klein,2007,Fairfax Circuit Court
Hon Judith Anne Kline,2007,Newport News Juvenile & Domestic Relations District Court
Hon John E. Kloch,2007,Judges' Chambers
Hon C. Edward Knight III,2007,Hampton General District Court
Hon Lawrence L. Koontz Jr.,2007,Supreme Court of Virginia
Hon Bruce H. Kushner,2007,307 Albemarle Drive
Hon Elizabeth B. Lacy,2007,Supreme Court of Virginia
Hon James V. Lane,2007,Rockingham Circuit Court
Hon Robert D. Laney,2007,Chesterfield General District Court
Hon Helen Leiner,2007,Fairfax County Juvenile & Domestic Relations District Court
Hon Donald W. Lemons,2007,Supreme Court of Virginia
Hon Louis R. Lerner,2007,Hampton Circuit Court
Hon R. Larry Lewis,2007,Lee General District and J&DR District Court
Hon William R. Light,2007,Lynchburg Juvenile & Domestic Relations District Court
Hon Vincent A. Lilley,2007,Roanoke County General District Court
Hon Charles F. Lincoln,2007,Smyth Juvenile & Domestic Relations District Court
Hon William H. Logan Jr.,2007,Shenandoah General District and J&DR District Court
Hon Barry G Logsdon,2007,Newport News Juvenile & Domestic Relations District Court
Hon Marcus H. Long Jr.,2007,Montgomery Juvenile & Domestic Relations District Court
Hon R. Bruce Long,2007,Gloucester General District Court
Hon R. Glennwood Lookabill,2007,Pulaski General District Court
Hon C. Randall Lowe,2007,Washington Circuit Court
Hon Frederick B. Lowe,2007,Virginia Beach Circuit Court
Hon Victor V. Ludwig,2007,Waynesboro Juvenile & Domestic Relations District Court
Hon Esther Wiggins Lyles,2007,Arlington Juvenile & Domestic Relations District Court
Hon Kathleen H. MacKay,2007,Fairfax Circuit Court
Hon Stephen C. Mahan,2007,Virginia Beach Circuit Court
Hon Thomas P. Mann,2007,Fairfax County Juvenile & Domestic Relations District Court
Hon Theodore J. Markow,2007,Richmond Circuit Court
Hon John Marshall,2007,Henrico General District Court
Hon Everett A. Martin Jr.,2007,Norfolk Circuit Court
Hon George Mason III,2007,P.O. Box 277
Hon Joseph P. Massey,2007,Norfolk Juvenile & Domestic Relations District Court
Hon Alfred O. Masters Jr.,2007,"2500 Washington Avenue, Second Floor"
Hon James S. Mathews,2007,Room 160
Hon Charles James Maxfield,2007,Fairfax Circuit Court
Hon Lisa A. Mayne,2007,Fairfax County General District Court
Hon Burke F. McCahill,2007,P.O. Box 9
Hon Elizabeth A. McClanahan,2007,Court of Appeals of Virginia
Hon Teresa N. McCrimmon,2007,Virginia Beach General District Court
Hon Richard J. McCue,2007,Arlington General District Court
Hon Donald P. McDonough,2007,Fairfax County General District Court
Hon Tammy S. McElyea,2007,P.O. Box 1980
Hon John J. McGrath Jr.,2007,Rockingham Circuit Court
Hon A. Lee McGratty,2007,Staunton General District Court
Hon Michael P. McWeeny,2007,Fairfax Circuit Court
Hon David A. Melesco,2007,Danville Circuit Court
Hon Joseph W. Milam Jr.,2007,Danville Circuit Court
Hon Burnett Miller III,2007,Henrico Circuit Court
Hon Leroy Francis Millette Jr.,2007,Circuit Court Chambers
Hon Gary A. Mills,2007,2500 Washington Avenue
Hon William J. Minor Jr.,2007,Fairfax County General District Court
Hon John Gregory Mooney,2007,Alleghany General District and J&DR District Court
Hon Becky J. Moore,2007,Alexandria General District Court
Hon James A. Moore,2007,Suffolk General District Court
Hon Michael Lee Moore,2007,Russell Circuit Court
Hon William S. Moore Jr.,2007,Portsmouth Juvenile & Domestic Relations District Court
Hon Stacey W. Moreau,2007,Pittsylvania Juvenile & Domestic Relations District Court
Hon S. Lee Morris,2007,Portsmouth General District Court
Hon John C. Morrison Jr.,2007,Norfolk Circuit Court
Hon Johnny E. Morrison,2007,Portsmouth Circuit Court
Hon Norman deV. Morrison,2007,Clarke General District Court
Hon Roger L. Morton,2007,Culpeper General District and J&DR District Court
Hon J. Leyburn Mosby Jr.,2007,Lynchburg Circuit Court
Hon Thomas L. Murphey,2007,Chesterfield General District Court
Hon Mitchell I. Mutnick,2007,Fairfax County General District Court
Hon Ronald Lewis Napier,2007,Warren Juvenile & Domestic Relations District Court
Hon S. Anderson Nelson,2007,Mecklenburg Juvenile & Domestic Relations District Court
Hon William T. Newman Jr.,2007,Arlington Circuit Court
Hon R. Terrence Ney,2007,Fairfax Circuit Court
Hon Lorraine Nordlund,2007,Fairfax County General District Court
Hon Kenneth Wilson Nye,2007,Hopewell General District and J&DR District Court
Hon Mary Grace O'Brien,2007,Prince William Juvenile & Domestic Relations District Court
Hon Kimberly B. O'Donnell,2007,Richmond Juvenile & Domestic Relations District Court
Hon Ian Michael O'Flaherty,2007,Fairfax County General District Court
Hon William R. O'Brien,2007,Virginia Beach Circuit Court
Hon Eileen Anita Olds,2007,Chesapeake Juvenile & Domestic Relations District Court
Hon Leslie M. Osborn,2007,393 Washington Street
Hon H. Thomas Padrick Jr.,2007,Virginia Beach Circuit Court
Hon J. Larry Palmer,2007,Hopewell General District and J&DR District Court
Hon Jeffrey W. Parker,2007,Fauquier Circuit Court
Hon Westbrook J. Parker,2007,P.O. Box 190
Hon Albert W. Patrick III,2007,Hampton General District Court
Hon John A. Paul,2007,Harrisonburg/Rockingham General District Court
Hon Deborah M. Paxson,2007,Virginia Beach Juvenile & Domestic Relations District Court
Hon Mosby Garland Perrow III,2007,Lynchburg Circuit Court
Hon David F. Peterson,2007,Fredericksburg Juvenile & Domestic Relations District Court
Hon William G. Petty,2007,Court of Appeals of Virginia
Hon Gammiel G. Poindexter,2007,Sussex General District and J&DR District Court
Hon Charles E. Poston,2007,Norfolk Circuit Court
Hon Richard Bowen Potter,2007,Circuit Court Chambers
Hon Cleo E. Powell,2007,P.O. Box 57
Hon Florence A. Powell,2007,Washington Juvenile & Domestic Relations District Court
Hon Samuel T. Powell III,2007,Williamsburg/James City County Circuit Court
Hon John R. Prosser,2007,Frederick Circuit Court
Hon David F. Pugh,2007,2500 Washington Avenue
Hon Robert A. Pustilnik,2007,Richmond-Civil General District Court
Hon Michael M. Rand,2007,Halifax Juvenile & Domestic Relations District Court
Hon Julian H. Raney Jr.,2007,Roanoke County General District Court
Hon Deborah L. Rawls,2007,Virginia Beach Juvenile & Domestic Relations District Court
Hon Merlin M. Renne,2007,York General District Court
Hon Horace A. Revercomb III,2007,King George Circuit Court
Hon Sarah A. Rice,2007,Franklin County Juvenile & Domestic Relations District Court
Hon Charles L. Ricketts III,2007,Augusta Juvenile & Domestic Relations District Court
Hon Edward A. Robbins Jr.,2007,Chesterfield Juvenile & Domestic Relations District Court
Hon Angela Edwards Roberts,2007,Richmond Juvenile & Domestic Relations District Court
Hon James Bailey Robeson,2007,Prince William Juvenile & Domestic Relations District Court
Hon Frederick G. Rockwell III,2007,P.O. Box 57
Hon Jane Marum Roush,2007,Fairfax Circuit Court
Hon Gregory L. Rupe,2007,Richmond Manchester General District Court
Hon Charles S. Russell,2007,Supreme Court of Virginia
Hon Timothy K. Sanner,2007,P.O. Box 799
Hon Carson E. Saunders Jr.,2007,Brunswick General District and J&DR District Court
Hon Gordon F. Saunders,2007,Lexington/Rockbridge General District and J&DR District Court
Hon William R Savage III,2007,Suffolk General District Court
Hon David Stanford Schell,2007,Fairfax County Juvenile & Domestic Relations District Court
Hon John W. Scott Jr.,2007,815 Princess Ann Street
Hon Joseph M. Serkes,2007,Nelson General District Court
Hon Thomas S. Shadrick,2007,Virginia Beach Circuit Court
Hon William W. Sharp,2007,Warren Juvenile & Domestic Relations District Court
Hon W. Allan Sharrett,2007,Greensville Circuit Court
Hon William H. Shaw III,2007,P.O. Box 576
Hon Louis Allen Sherman,2007,Room 183
Hon A. Bonwill Shockley,2007,Virginia Beach Circuit Court
Hon Josiah T. Showalter Jr.,2007,Wythe Circuit Court
Hon James Michael Shull,2007,Scott General District and J&DR District Court
Hon Charles F. Sievers,2007,Prince William General District Court
Hon Mark C. Simmons,2007,Fairfax County General District Court
Hon Ann Hunter Simpson,2007,P.O. Box 1179
Hon Robert L. Simpson Jr.,2007,Virginia Beach General District Court
Hon N. Prentis Smiley Jr.,2007,York County Poquoson Circuit Court
Hon Dennis J. Smith,2007,Fairfax Circuit Court
Hon Randall D. Smith,2007,Chesapeake Circuit Court
Hon Robert J. Smith,2007,Fairfax County General District Court
Hon Beverly W. Snukals,2007,Richmond Circuit Court
Hon Denis F. Soden,2007,Henrico Juvenile & Domestic Relations District Court
Hon Frank W. Somerville,2007,Orange General District and J&DR District Court
Hon Valentine W. Southall Jr.,2007,Amelia General District and J&DR District Court
Hon Margaret P. Spencer,2007,Richmond Circuit Court
Hon Peter W. Steketee,2007,Prince William General District Court
Hon Roscoe B. Stephenson Jr.,2007,Supreme Court of Virginia
Hon John R. Stevens,2007,Fredericksburg General District Court
Hon L. Neil Steverson,2007,Henrico General District Court
Hon M. Lee Stilwell Jr.,2007,Danville General District Court
Hon David T. Stitt,2007,Fairfax Circuit Court
Hon Walter W. Stout III,2007,Richmond Circuit Court
Hon Charles J. Strauss,2007,P.O. Box 1042
Hon Bryant L. Sugg,2007,2500 Washington Avenue
Hon James R. Swanson,2007,305 East Main Street
Hon Dean W. Sword Jr.,2007,Portsmouth Circuit Court
Hon Jacqueline F. Ward Talevi,2007,Roanoke City General District Court
Hon Harry T. Taliaferro III,2007,Richmond County Circuit Court
Hon Alfreda Talton-Harris,2007,Suffolk Juvenile & Domestic Relations District Court
Hon Joseph S. Tate,2007,Smyth General District Court
Hon Joi Jeter Taylor,2007,Richmond-Civil General District Court
Hon Lydia Calvert Taylor,2007,Norfolk Circuit Court
Hon Ramona D. Taylor,2007,Virginia Beach Juvenile & Domestic Relations District Court
Hon Richard D. Taylor Jr.,2007,Richmond Circuit Court
Hon Wilford Taylor Jr.,2007,Hampton Circuit Court
Hon C. Peter Tench,2007,2500 Washington Avenue
Hon Jonathan C. Thacher,2007,Fairfax Circuit Court
Hon Norman A. Thomas,2007,Norfolk Circuit Court
Hon Winship C. Tower,2007,Virginia Beach Juvenile & Domestic Relations District Court
Hon Wenda K. Travers,2007,Prince William General District Court
Hon Peter L. Trible,2007,Hanover General District Court
Hon Alfred M. Tripp,2007,Norfolk Circuit Court
Hon Philip Trompeter,2007,Roanoke County Juvenile & Domestic Relations District Court
Hon Malfourd W.  Bo Trumbo,2007,Alleghany Circuit Court
Hon Paul A. Tucker,2007,Botetourt General District and J&DR District Court
